Cust ID,State,VMail Plan,International Plan,Day_Minutes,Day_Calls,Day_Charge,Evening_Minutes,Evening_Calls,Evening_Charge,Night_Minutes,Night_Calls,Night_Charge,International_Minutes,International_Calls,International_Charge,Customer_Service_Calls,VMail_Messages,Churn
2287,VT,1,1,93.13,11,5.5878,137.66,11,4.1298,173.12,19,3.4624,105.51,11,31.653,11,11,0
2288,MO,1,1,100.2,10,6.012,64.67,6,1.9401,66.96,7,1.3392,45.3,5,13.59,6,12,0
2289,ME,1,1,145.12,18,8.7072,82.27,9,2.4681,146.23,15,2.9246,124.97,13,37.491,6,21,0
2290,TN,1,1,160.01,18,9.6006,113.37,16,3.4011,152.78,15,3.0556,196.07,19,58.821,5,19,0
2291,WV,1,1,25.76,2,1.5456,6.13,1,0.1839,41.69,3,0.8338,16.57,3,4.971,1,5,0
2292,CT,1,1,,,,,,,,,,,,,,,0
2293,VA,0,0,339.25,34,20.355,378.68,39,11.3604,282.31,30,5.6462,380.34,36,114.102,17,40,0
2294,NH,1,1,141.32,16,8.4792,181.31,17,5.4393,139.45,15,2.789,145.86,15,43.758,9,25,0
2295,IN,1,1,70.31,5,4.2186,23.03,3,0.6909,71.59,5,1.4318,66.49,6,19.947,1,12,0
2296,KY,1,1,506.77,50,30.4062,375.06,41,11.2518,448.72,50,8.9744,380.13,40,114.039,28,52,0
2297,IA,1,1,313.1,35,18.786,492.36,48,14.7708,274.63,29,5.4926,456.58,47,136.974,24,57,0
2298,WV,1,0,71.51,7,4.2906,43.85,7,1.3155,28.16,3,0.5632,26.15,3,7.845,4,6,0
2299,OH,1,1,61.74,10,3.7044,84.97,6,2.5491,36.47,5,0.7294,65.3,6,19.59,2,4,0
2300,IA,1,1,,,,,,,,,,,,,,,0
2301,IL,1,1,209.89,22,12.5934,176.7,17,5.301,380.33,39,7.6066,195.11,23,58.533,23,30,0
2302,GA,1,1,396.03,42,23.7618,467.37,47,14.0211,470.79,53,9.4158,542.1,58,162.63,38,68,0
2303,IL,0,1,,,,14.22,2,0.4266,39.79,4,0.7958,35.46,3,10.638,2,4,0
2304,OK,1,1,113.51,17,6.8106,207.35,23,6.2205,175.23,17,3.5046,167.79,21,50.337,7,16,0
2305,VA,1,1,176.49,17,10.5894,105.63,12,3.1689,28.84,4,0.5768,93.04,10,27.912,4,9,0
2306,MN,1,1,109.34,13,6.5604,167.41,19,5.0223,115.84,13,2.3168,97.78,11,29.334,6,27,0
2307,IN,1,1,14.21,2,0.8526,97.44,9,2.9232,35.82,4,0.7164,48.07,6,14.421,1,6,0
2308,KY,1,1,151.5,22,9.09,176.42,17,5.2926,215.61,23,4.3122,159.53,11,47.859,14,23,0
2309,NJ,1,1,,,,,,,,,,,,,,,0
2310,IL,1,1,213.24,21,12.7944,193.72,25,5.8116,337.09,29,6.7418,300.92,29,90.276,14,20,0
2311,IL,1,1,,,,,,,,,,,,,,,1
2312,TX,1,1,156.65,18,9.399,192.47,21,5.7741,156.66,17,3.1332,169.91,18,50.973,16,34,0
2313,PA,1,1,154.01,15,9.2406,168.63,18,5.0589,215.47,24,4.3094,144.56,17,43.368,15,29,0
2314,VT,1,1,65.19,10,3.9114,89.31,12,2.6793,48.24,5,0.9648,113.61,9,34.083,6,8,0
2315,SD,1,1,187.65,22,11.259,177.12,19,5.3136,191.17,20,3.8234,149.52,14,44.856,14,22,0
2316,ND,1,1,266.2,29,15.972,301.62,33,9.0486,271.9,27,5.438,316.74,37,95.022,21,41,0
2317,GA,1,1,386.42,38,23.1852,445.86,45,13.3758,367.79,35,7.3558,221.45,28,66.435,19,31,0
2318,NJ,1,0,63.44,7,3.8064,42.65,6,1.2795,74.63,8,1.4926,161.25,15,48.375,3,9,0
2319,OR,1,1,393.18,38,23.5908,266.65,25,7.9995,338.61,30,6.7722,364.3,38,109.29,27,38,0
2320,VA,1,0,329.2,32,19.752,249.09,30,7.4727,208.39,26,4.1678,248.83,25,74.649,17,38,0
2321,NY,1,1,597.89,61,35.8734,408.85,48,12.2655,472.85,45,9.457,450.74,56,135.222,35,64,0
2322,NE,1,1,310.77,34,18.6462,179.46,23,5.3838,246.36,27,4.9272,344.52,34,103.356,22,36,0
2323,WI,1,1,220.47,23,13.2282,247.34,26,7.4202,337.06,30,6.7412,311.11,31,93.333,19,48,0
2324,WV,1,1,119.74,10,7.1844,84.24,8,2.5272,151.73,16,3.0346,115.91,12,34.773,7,13,1
2325,AR,0,1,,,,,,,,,,,,,,,0
2326,MN,1,1,367.39,36,22.0434,433.08,45,12.9924,263.63,33,5.2726,484.74,45,145.422,23,39,0
2327,RI,1,1,,,,,,,,,,,,,,,0
2328,KY,0,1,161.95,18,9.717,62.25,8,1.8675,99.27,10,1.9854,224.62,22,67.386,8,20,0
2329,TX,1,1,54.83,5,3.2898,,,,15.75,3,0.315,14.36,2,4.308,2,5,0
2330,MO,1,1,161.28,13,9.6768,181.52,21,5.4456,279.79,27,5.5958,199.07,19,59.721,10,30,0
2331,PA,1,0,,,,,,,,,,,,,,,1
2332,LA,1,1,,,,42.46,5,1.2738,2,1,0.04,20.8,3,6.24,1,4,0
2333,DC,1,1,62.05,7,3.723,93.14,9,2.7942,68.95,9,1.379,157.82,14,47.346,5,9,0
2334,FL,1,1,84.29,9,5.0574,108.28,16,3.2484,109.39,10,2.1878,141.58,15,42.474,5,11,0
2335,WV,1,1,19.26,2,1.1556,64.97,6,1.9491,30.61,3,0.6122,38.95,3,11.685,2,4,0
2336,ME,1,1,20.82,4,1.2492,33.1,5,0.993,30.39,3,0.6078,42.15,4,12.645,1,4,0
2337,SD,1,1,120.68,14,7.2408,150.53,14,4.5159,133.98,14,2.6796,65.54,6,19.662,11,16,0
2338,CT,1,1,61,7,3.66,50.1,6,1.503,35.02,4,0.7004,120.64,10,36.192,4,4,0
2339,CO,1,1,104.72,11,6.2832,88.62,8,2.6586,73.68,6,1.4736,138.54,13,41.562,4,7,0
2340,NM,0,1,,,,11.18,1,0.3354,23.44,3,0.4688,48.26,5,14.478,4,2,0
2341,WY,1,1,338.68,41,20.3208,212.85,25,6.3855,362.88,33,7.2576,308.19,36,92.457,21,50,0
2342,MA,1,1,14.59,3,0.8754,30.8,3,0.924,70.68,5,1.4136,12.48,1,3.744,2,6,0
2343,AL,1,1,30.9,3,1.854,15.92,3,0.4776,21,2,0.42,35.82,5,10.746,3,3,0
2344,IN,1,1,63.06,6,3.7836,32.55,2,0.9765,,,,17.93,1,5.379,2,2,1
2345,AK,1,1,80.79,11,4.8474,115.42,14,3.4626,108.8,13,2.176,132.58,14,39.774,4,22,1
2346,CO,1,1,215.87,19,12.9522,281.24,27,8.4372,343.79,32,6.8758,323.31,30,96.993,17,41,0
2347,HI,1,1,66.56,7,3.9936,98.46,12,2.9538,104.74,8,2.0948,84.67,8,25.401,6,10,0
2348,TX,1,1,316.58,41,18.9948,372.36,41,11.1708,407.6,48,8.152,378.33,40,113.499,34,48,0
2349,NJ,1,1,257.54,26,15.4524,175.45,18,5.2635,237.83,22,4.7566,262.66,28,78.798,15,22,0
2350,OR,0,1,110.27,12,6.6162,109.6,12,3.288,104.65,14,2.093,97.12,12,29.136,10,20,0
2351,DE,0,1,400.09,39,24.0054,385.29,41,11.5587,293.59,32,5.8718,336.48,35,100.944,21,49,0
2352,VA,1,1,90.72,8,5.4432,90.34,10,2.7102,107.71,10,2.1542,23.04,3,6.912,4,10,0
2353,MN,1,1,486.76,52,29.2056,343.54,36,10.3062,335.09,41,6.7018,249.86,36,74.958,28,55,1
2354,SD,1,1,5.73,1,0.3438,35.31,2,1.0593,60.49,5,1.2098,14.64,3,4.392,1,4,0
2355,NY,0,1,164.89,18,9.8934,194.67,22,5.8401,219.56,23,4.3912,189.84,21,56.952,11,20,0
2356,IN,1,1,43.69,4,2.6214,99.82,9,2.9946,45.5,3,0.91,78.81,7,23.643,3,12,0
2357,NJ,1,1,338.99,34,20.3394,361.45,35,10.8435,392.52,47,7.8504,494.61,49,148.383,29,42,0
2358,KY,1,1,170.47,21,10.2282,132.36,15,3.9708,202.1,19,4.042,133.06,14,39.918,6,15,1
2359,WI,1,1,,,,,,,,,,,,,,,0
2360,MI,1,1,34.39,3,2.0634,23.79,3,0.7137,79.5,8,1.59,8.85,1,2.655,5,9,0
2361,LA,0,1,218.4,24,13.104,402.87,40,12.0861,238.13,25,4.7626,336.73,33,101.019,11,30,0
2362,NV,1,1,75.14,6,4.5084,87.08,8,2.6124,75.89,7,1.5178,108.37,10,32.511,5,8,0
2363,UT,1,1,95.7,10,5.742,125.77,13,3.7731,175.6,19,3.512,50.05,7,15.015,6,21,0
2364,CO,1,1,140.75,14,8.445,180.06,19,5.4018,149.98,18,2.9996,56.31,10,16.893,12,32,0
2365,AL,1,1,288.23,34,17.2938,393.27,49,11.7981,441.6,44,8.832,331.83,38,99.549,27,52,0
2366,GA,1,1,18.42,5,1.1052,16.95,3,0.5085,17.24,2,0.3448,44.33,3,13.299,4,6,1
2367,CO,1,1,,,,,,,,,,,,,,,0
2368,RI,1,1,174.85,19,10.491,184.57,21,5.5371,138.88,17,2.7776,282.44,26,84.732,15,28,1
2369,VA,1,1,,,,,,,,,,,,,,,0
2370,NY,1,1,132.86,14,7.9716,120.2,12,3.606,73.79,10,1.4758,88.73,9,26.619,11,19,0
2371,CT,1,1,131.98,13,7.9188,113.21,14,3.3963,141.75,16,2.835,250.48,27,75.144,9,22,0
2372,WV,1,1,126.98,13,7.6188,174.66,21,5.2398,186.45,18,3.729,125.47,15,37.641,15,25,0
2373,OR,1,1,431.82,39,25.9092,223.54,28,6.7062,294.86,32,5.8972,316.09,28,94.827,17,37,0
2374,RI,1,1,127.26,15,7.6356,64.94,11,1.9482,204.03,18,4.0806,144.77,18,43.431,10,19,0
2375,IN,1,1,,,,,,,,,,,,,,,0
2376,OH,1,1,54.44,5,3.2664,45.43,5,1.3629,31.78,4,0.6356,125.97,11,37.791,2,11,0
2377,AL,1,1,169.42,17,10.1652,112.9,11,3.387,132.92,11,2.6584,132.42,13,39.726,13,13,0
2378,WI,1,0,85.25,9,5.115,177.13,14,5.3139,116.57,10,2.3314,132.28,12,39.684,3,20,1
2379,DC,1,1,56.44,8,3.3864,98.89,8,2.9667,80.34,8,1.6068,78.9,10,23.67,6,16,0
2380,NC,1,1,534.79,49,32.0874,514.05,50,15.4215,345.09,41,6.9018,393.08,38,117.924,26,51,0
2381,NH,1,1,152.89,16,9.1734,82.66,11,2.4798,133.69,13,2.6738,207.7,20,62.31,13,16,0
2382,KS,1,1,287.61,29,17.2566,352.69,35,10.5807,380.92,34,7.6184,180.46,20,54.138,24,43,0
2383,OR,1,1,101.55,11,6.093,69.63,6,2.0889,67.22,9,1.3444,89.28,11,26.784,8,13,1
2384,MT,0,1,232.26,26,13.9356,177.65,21,5.3295,297.39,31,5.9478,153.85,21,46.155,15,28,0
2385,CO,1,1,329.64,32,19.7784,397.73,37,11.9319,276.13,29,5.5226,288.72,32,86.616,17,34,0
2386,OR,1,1,70.69,6,4.2414,42.18,7,1.2654,24.8,3,0.496,31.08,5,9.324,2,10,0
2387,UT,1,1,,,,,,,,,,,,,,,0
2388,WY,1,1,406.19,45,24.3714,404.87,48,12.1461,322.91,39,6.4582,578.15,55,173.445,29,46,0
2389,MD,1,1,285.31,31,17.1186,184.66,19,5.5398,231.71,25,4.6342,238.72,30,71.616,19,26,0
2390,NC,1,0,,,,22.32,2,0.6696,1.6,1,0.032,38.93,4,11.679,2,4,0
2391,WY,1,1,233.43,22,14.0058,267.05,30,8.0115,252.72,24,5.0544,212.16,22,63.648,16,29,1
2392,KS,1,1,375.07,37,22.5042,345.11,34,10.3533,381.25,40,7.625,316.86,34,95.058,29,59,0
2393,NC,1,1,198.09,20,11.8854,195.19,24,5.8557,210.45,20,4.209,211.23,18,63.369,10,28,0
2394,MI,1,1,285.46,29,17.1276,280.63,28,8.4189,241.87,29,4.8374,379.37,42,113.811,18,30,0
2395,ND,1,1,255.8,32,15.348,218.03,24,6.5409,199.24,23,3.9848,240.52,27,72.156,12,43,0
2396,HI,1,1,370.8,35,22.248,422.13,48,12.6639,497.26,42,9.9452,371.93,41,111.579,20,53,0
2397,HI,1,1,40.64,7,2.4384,142.1,15,4.263,41.22,5,0.8244,20.95,6,6.285,10,12,0
2398,MT,1,1,,,,,,,,,,,,,,,1
2399,WA,1,1,113.39,17,6.8034,118.61,14,3.5583,147.34,15,2.9468,136.16,18,40.848,10,20,1
2400,WI,1,1,206.07,23,12.3642,198,27,5.94,333.36,33,6.6672,287.25,26,86.175,17,36,0
2401,MI,1,1,80.38,13,4.8228,117.98,13,3.5394,76.23,11,1.5246,134.09,12,40.227,6,10,0
2402,MS,1,1,94.14,9,5.6484,10.37,1,0.3111,36.27,4,0.7254,17.33,2,5.199,2,5,0
2403,MT,1,0,302.48,31,18.1488,419.83,37,12.5949,403.47,43,8.0694,297.67,35,89.301,16,28,0
2404,DE,1,1,191.56,18,11.4936,300.87,31,9.0261,263.11,24,5.2622,331.2,30,99.36,16,32,0
2405,NE,1,1,,,,,,,,,,,,,,,0
2406,WI,1,1,42,4,2.52,79.37,6,2.3811,49.63,7,0.9926,69.3,6,20.79,3,3,0
2407,KY,1,1,285.7,29,17.142,218.73,23,6.5619,270.97,30,5.4194,253.8,23,76.14,10,39,0
2408,CT,1,1,,,,,,,,,,,,,,,0
2409,OK,1,1,,,,,,,,,,,,,,,0
2410,SD,0,1,322.19,32,19.3314,305.37,31,9.1611,301.27,33,6.0254,381.06,41,114.318,16,40,0
2411,CT,0,1,10.33,1,0.6198,15.75,2,0.4725,44.96,5,0.8992,,,,1,4,0
2412,ND,1,0,78.38,8,4.7028,34.11,5,1.0233,81.75,8,1.635,41.18,4,12.354,1,7,0
2413,TN,1,1,333.71,40,20.0226,355.52,34,10.6656,328,32,6.56,278.39,32,83.517,32,35,0
2414,IL,1,1,80.99,7,4.8594,116.56,12,3.4968,147.2,13,2.944,38.64,8,11.592,3,14,0
2415,DC,1,1,58.12,6,3.4872,66.17,10,1.9851,74.94,10,1.4988,88.81,8,26.643,6,14,0
2416,RI,0,1,282.95,30,16.977,209.11,28,6.2733,361.1,43,7.222,346.5,37,103.95,21,41,0
2417,OH,1,1,173.54,18,10.4124,135.54,13,4.0662,197.2,20,3.944,230.53,22,69.159,11,35,0
2418,NJ,1,1,398.09,44,23.8854,341.75,35,10.2525,300.63,36,6.0126,362.67,38,108.801,21,44,0
2419,UT,1,1,85.96,10,5.1576,68.36,8,2.0508,117.82,10,2.3564,94.68,11,28.404,6,9,0
2420,WI,0,1,76.71,8,4.6026,27.47,4,0.8241,94.17,9,1.8834,56.5,7,16.95,5,6,1
2421,OR,1,1,209.59,19,12.5754,153.13,19,4.5939,113.47,12,2.2694,276.5,22,82.95,8,19,0
2422,AZ,1,1,359.37,39,21.5622,330.63,35,9.9189,408.77,45,8.1754,359.89,36,107.967,23,41,0
2423,NH,0,1,,,,,,,,,,,,,,,0
2424,NV,1,1,67.55,11,4.053,148.28,20,4.4484,118.97,12,2.3794,191.85,20,57.555,8,17,1
2425,AL,1,1,260.86,26,15.6516,247.06,23,7.4118,254.28,32,5.0856,289.62,26,86.886,12,37,0
2426,MT,1,1,77.93,9,4.6758,82.22,10,2.4666,84.39,8,1.6878,122.52,12,36.756,3,13,0
2427,DC,1,1,52.18,4,3.1308,69.74,5,2.0922,54.72,6,1.0944,34.48,4,10.344,2,7,0
2428,SD,1,1,466.84,51,28.0104,294.82,31,8.8446,386.23,37,7.7246,359.18,40,107.754,21,45,0
2429,OH,1,1,433.59,39,26.0154,239.59,33,7.1877,463.32,53,9.2664,349.72,34,104.916,14,41,0
2430,RI,1,1,250.16,25,15.0096,262.8,29,7.884,272.42,22,5.4484,188.03,21,56.409,14,38,0
2431,WV,1,1,298.23,28,17.8938,311.75,32,9.3525,208.34,23,4.1668,220.86,29,66.258,13,29,0
2432,MA,1,0,163.42,17,9.8052,165.39,22,4.9617,129.38,16,2.5876,97.24,9,29.172,7,18,0
2433,OH,1,1,,,,,,,,,,,,,,,0
2434,KS,1,1,279.41,27,16.7646,208.17,19,6.2451,271.99,27,5.4398,186.62,24,55.986,14,21,0
2435,FL,1,1,,,,,,,,,,,,,,,0
2436,NM,1,1,46.82,7,2.8092,64.65,7,1.9395,16.84,3,0.3368,36.81,5,11.043,,8,0
2437,WV,0,1,122.59,11,7.3554,134.96,19,4.0488,114.4,11,2.288,145.61,17,43.683,5,23,0
2438,NM,1,1,116.82,10,7.0092,137.76,12,4.1328,108.91,10,2.1782,126.72,14,38.016,9,13,0
2439,FL,1,0,113.59,15,6.8154,189.6,19,5.688,173.38,18,3.4676,110.73,13,33.219,10,18,1
2440,WA,1,1,69.33,6,4.1598,141.27,12,4.2381,76.72,7,1.5344,115.74,9,34.722,4,14,1
2441,NV,1,1,189.3,21,11.358,146.87,19,4.4061,218.43,21,4.3686,171.96,18,51.588,8,18,0
2442,TN,1,1,30.71,7,1.8426,145.12,17,4.3536,81.71,9,1.6342,84.19,6,25.257,8,11,0
2443,CO,0,1,109.66,11,6.5796,150.71,15,4.5213,134.07,13,2.6814,106.17,14,31.851,7,18,0
2444,VA,1,1,226.94,18,13.6164,361.49,38,10.8447,101.99,13,2.0398,296.58,29,88.974,12,20,0
2445,ND,1,1,169.88,16,10.1928,177.87,15,5.3361,176.02,18,3.5204,141.29,12,42.387,14,24,1
2446,AK,1,1,,,,,,,,,,,,,,,0
2447,NY,0,1,256.49,33,15.3894,348.84,41,10.4652,564.4,56,11.288,443.74,46,133.122,22,59,0
2448,MT,1,1,33.07,6,1.9842,44.97,6,1.3491,53.59,5,1.0718,40.97,4,12.291,3,3,0
2449,GA,1,1,117.17,16,7.0302,284.8,31,8.544,146.3,19,2.926,316.63,35,94.989,12,24,0
2450,WY,0,1,69.65,7,4.179,152.54,15,4.5762,68.31,7,1.3662,185.31,20,55.593,4,22,0
2451,RI,1,1,20.13,3,1.2078,29.59,3,0.8877,9.83,1,0.1966,16.13,3,4.839,1,2,0
2452,KS,1,1,113.56,9,6.8136,92.67,13,2.7801,63.19,9,1.2638,58.59,6,17.577,6,18,0
2453,NH,1,1,237.02,25,14.2212,178.48,17,5.3544,277.06,33,5.5412,231.69,22,69.507,18,31,0
2454,DE,1,1,344.35,35,20.661,316.3,33,9.489,454.02,45,9.0804,338.48,41,101.544,25,48,0
2455,KY,1,1,137.89,17,8.2734,184.48,21,5.5344,244.04,23,4.8808,252.05,24,75.615,7,25,0
2456,WV,1,1,161.13,20,9.6678,205.23,19,6.1569,101.44,12,2.0288,162.35,20,48.705,7,24,0
2457,DE,1,1,145.3,17,8.718,112.66,13,3.3798,94.17,15,1.8834,134.58,15,40.374,16,21,0
2458,OH,1,1,204.72,19,12.2832,243.91,20,7.3173,251.77,27,5.0354,238.9,29,71.67,21,23,0
2459,OR,0,1,91.86,9,5.5116,94.64,11,2.8392,34.68,4,0.6936,148.41,14,44.523,4,7,0
2460,SC,1,0,,,,,,,,,,,,,,,0
2461,MS,1,1,271.4,28,16.284,198.02,21,5.9406,202.78,22,4.0556,266.68,27,80.004,12,25,0
2462,ND,1,1,107.39,9,6.4434,49.92,4,1.4976,70.61,8,1.4122,99.16,13,29.748,6,19,0
2463,NE,1,1,106.97,11,6.4182,107.14,11,3.2142,72.93,9,1.4586,115.82,11,34.746,2,8,0
2464,AR,1,1,125.48,13,7.5288,90.65,12,2.7195,89.9,10,1.798,187.62,16,56.286,5,12,0
2465,WV,1,1,126.54,13,7.5924,79.21,9,2.3763,100.17,10,2.0034,64.92,7,19.476,5,16,0
2466,IA,1,1,18.72,2,1.1232,62.72,5,1.8816,24.74,2,0.4948,23.71,2,7.113,2,6,0
2467,FL,1,1,,,,,,,,,,,,,,,0
2468,MI,1,1,28.71,3,1.7226,13.58,2,0.4074,11.32,1,0.2264,11.82,3,3.546,2,3,0
2469,TX,1,1,248.67,31,14.9202,448.76,50,13.4628,359.47,45,7.1894,337.08,39,101.124,19,37,0
2470,PA,0,1,105.68,12,6.3408,268.03,20,8.0409,198.4,21,3.968,153.41,20,46.023,13,27,1
2471,MN,1,1,518.4,49,31.104,338.56,37,10.1568,642.97,62,12.8594,510.38,51,153.114,43,61,0
2472,MO,1,1,484.95,57,29.097,746.18,78,22.3854,578.05,64,11.561,384.27,54,115.281,47,71,0
2473,IA,0,1,20.52,5,1.2312,79.54,9,2.3862,91.9,12,1.838,22.18,4,6.654,3,5,0
2474,PA,1,1,155.5,19,9.33,219.75,26,6.5925,235.38,25,4.7076,284.13,29,85.239,23,36,0
2475,NV,1,1,374.8,34,22.488,287.92,32,8.6376,329.17,31,6.5834,323.58,30,97.074,28,43,0
2476,MN,1,1,79.15,7,4.749,54.79,5,1.6437,43.17,4,0.8634,55.22,5,16.566,5,8,0
2477,OH,1,1,350.52,49,21.0312,406.22,41,12.1866,367.63,36,7.3526,318.74,33,95.622,27,45,0
2478,ME,1,1,36.41,5,2.1846,62.52,5,1.8756,91.55,6,1.831,25.92,3,7.776,8,13,1
2479,NE,0,0,61.67,8,3.7002,54.44,7,1.6332,113.47,12,2.2694,76.93,8,23.079,4,8,0
2480,MO,1,1,315.81,40,18.9486,282.42,34,8.4726,336.18,34,6.7236,371.49,37,111.447,13,38,0
2481,IL,1,1,391.39,36,23.4834,436.6,43,13.098,186.91,21,3.7382,250.73,27,75.219,10,29,0
2482,NH,1,1,6.55,2,0.393,61.93,4,1.8579,,,,63.84,7,19.152,,3,0
2483,MS,1,1,61.75,5,3.705,44.06,6,1.3218,18.19,5,0.3638,66.28,6,19.884,4,8,0
2484,NC,1,1,109.62,12,6.5772,166.68,15,5.0004,223.77,20,4.4754,139.4,17,41.82,19,31,0
2485,RI,1,1,81.62,8,4.8972,101.89,11,3.0567,160.65,12,3.213,59.07,11,17.721,6,12,0
2486,IN,1,1,139.41,15,8.3646,292.7,29,8.781,237.53,22,4.7506,114.87,13,34.461,10,28,0
2487,MT,1,1,345.14,37,20.7084,266.55,28,7.9965,403.11,37,8.0622,248.93,28,74.679,15,39,0
2488,NV,1,1,158.44,25,9.5064,353.28,36,10.5984,367.52,37,7.3504,301.42,32,90.426,22,43,0
2489,MT,1,1,357.58,35,21.4548,348.7,36,10.461,336,36,6.72,432.29,39,129.687,13,46,1
2490,VA,1,1,,,,,,,,,,,,,,,0
2491,OR,1,1,31.87,6,1.9122,55.31,7,1.6593,116.31,10,2.3262,50.65,6,15.195,2,7,0
2492,NE,0,1,158.71,18,9.5226,174.83,17,5.2449,146.71,16,2.9342,238.46,24,71.538,12,14,0
2493,MA,0,0,105.79,17,6.3474,130.81,14,3.9243,162.42,12,3.2484,174.92,19,52.476,12,19,0
2494,VT,0,1,181.21,21,10.8726,296.62,30,8.8986,373.15,37,7.463,352.13,39,105.639,22,32,0
2495,WY,1,1,162.35,17,9.741,141.71,18,4.2513,108.4,14,2.168,189.86,18,56.958,5,32,0
2496,NC,1,1,209.27,18,12.5562,217.94,23,6.5382,280.56,25,5.6112,257.5,26,77.25,23,23,1
2497,WV,1,1,347.64,35,20.8584,302.52,32,9.0756,341.07,36,6.8214,166.16,20,49.848,23,34,0
2498,TX,1,1,191.64,21,11.4984,121.91,12,3.6573,29.92,5,0.5984,112.66,12,33.798,11,14,0
2499,IL,0,1,43.07,9,2.5842,94.1,9,2.823,43.07,5,0.8614,125.26,11,37.578,6,9,1
2500,ND,1,1,41.07,6,2.4642,132.51,9,3.9753,61.06,8,1.2212,105.44,12,31.632,4,11,0
2501,ID,1,1,296.41,28,17.7846,233.14,22,6.9942,238.86,19,4.7772,196.75,20,59.025,16,26,0
2502,ID,1,1,6.03,2,0.3618,,,,34.98,4,0.6996,88.53,9,26.559,1,3,0
2503,MN,1,1,296.91,32,17.8146,224.81,27,6.7443,241.9,23,4.838,283.15,27,84.945,14,26,0
2504,AL,1,1,153.38,18,9.2028,184.35,21,5.5305,200.02,20,4.0004,124.73,14,37.419,14,32,1
2505,MI,1,1,280.43,30,16.8258,262.97,30,7.8891,328.51,37,6.5702,326.03,34,97.809,14,39,0
2506,TN,1,1,172.57,22,10.3542,365.16,35,10.9548,205.05,26,4.101,219.91,25,65.973,12,34,0
2507,MN,1,1,88.52,7,5.3112,52.36,5,1.5708,35.98,4,0.7196,9.2,2,2.76,2,3,0
2508,HI,1,1,275.39,27,16.5234,228.89,23,6.8667,321.89,28,6.4378,275.8,34,82.74,13,44,0
2509,UT,1,1,56.34,6,3.3804,74.33,7,2.2299,56.61,6,1.1322,45.57,7,13.671,3,10,0
2510,GA,1,1,113.74,11,6.8244,84.77,10,2.5431,152.69,17,3.0538,107.84,10,32.352,6,17,0
2511,OK,1,1,216.99,24,13.0194,236.82,30,7.1046,187.68,22,3.7536,202,20,60.6,17,29,0
2512,UT,1,1,167.46,17,10.0476,236.03,23,7.0809,192.1,19,3.842,177.84,17,53.352,14,24,0
2513,CT,1,1,38.68,5,2.3208,86.56,7,2.5968,68.96,9,1.3792,55.07,5,16.521,5,7,0
2514,LA,1,1,352.18,36,21.1308,259.6,35,7.788,287.34,34,5.7468,241.16,28,72.348,27,54,0
2515,NY,1,1,209.22,20,12.5532,183.92,20,5.5176,162.86,21,3.2572,335.08,28,100.524,11,22,0
2516,CA,1,1,116.48,12,6.9888,96.92,10,2.9076,130.94,11,2.6188,120.58,9,36.174,5,17,0
2517,IL,1,1,,,,,,,,,,,,,,,0
2518,HI,1,0,696.21,72,41.7726,940,96,28.2,746.07,74,14.9214,616.63,63,184.989,44,81,0
2519,IL,1,1,248.27,30,14.8962,301.09,35,9.0327,384.38,37,7.6876,279.54,35,83.862,15,43,0
2520,MN,1,1,253.33,26,15.1998,255.76,27,7.6728,259.11,25,5.1822,193.46,24,58.038,12,22,0
2521,AK,1,0,141.22,14,8.4732,161.57,18,4.8471,77.6,10,1.552,130.55,10,39.165,8,13,0
2522,CT,1,1,121.49,10,7.2894,161.54,17,4.8462,79.53,9,1.5906,72.36,12,21.708,7,6,0
2523,AZ,0,1,228.24,28,13.6944,132.46,17,3.9738,145.6,15,2.912,230.25,25,69.075,10,33,0
2524,NE,0,1,,,,,,,,,,,,,,,0
2525,NM,1,1,301.19,29,18.0714,194.45,25,5.8335,239.45,26,4.789,380.91,39,114.273,18,40,0
2526,MT,1,1,,,,,,,,,,,,,,,1
2527,WY,0,0,39.45,4,2.367,37.6,4,1.128,95.52,7,1.9104,54.72,7,16.416,6,7,0
2528,NM,1,1,80.76,10,4.8456,56.81,7,1.7043,47.62,6,0.9524,22.29,4,6.687,4,8,0
2529,WI,1,0,123.11,10,7.3866,60.78,6,1.8234,91.14,8,1.8228,48.21,6,14.463,8,16,0
2530,OK,1,1,204.03,23,12.2418,206.54,24,6.1962,101.77,14,2.0354,146.19,16,43.857,22,31,0
2531,CT,1,1,82.91,9,4.9746,66.29,7,1.9887,65.4,7,1.308,65.75,6,19.725,2,8,0
2532,FL,1,1,18.58,2,1.1148,92.11,8,2.7633,41.31,6,0.8262,104.58,11,31.374,6,12,1
2533,KS,1,1,43.34,6,2.6004,27.15,4,0.8145,70.09,7,1.4018,60.42,5,18.126,3,8,0
2534,LA,1,1,419.87,41,25.1922,463.97,47,13.9191,403.47,38,8.0694,432.08,51,129.624,31,64,0
2535,MD,1,1,123.58,12,7.4148,285.26,26,8.5578,304.56,28,6.0912,170.82,20,51.246,11,26,0
2536,WA,1,0,210.93,20,12.6558,100.26,14,3.0078,238.7,27,4.774,200.87,21,60.261,13,26,0
2537,UT,1,1,36.01,3,2.1606,59.32,7,1.7796,87.06,9,1.7412,54.81,6,16.443,3,8,0
2538,WI,1,1,180.6,22,10.836,250.08,24,7.5024,214.73,21,4.2946,179.31,21,53.793,14,24,0
